403	若	140033	0.0540975742
404	英	139314	0.0538198100
405	争	138224	0.0533987210
406	功	137856	0.0532565551
407	深	137677	0.0531874038
408	备	137470	0.0531074355
409	造	137184	0.0529969480
410	阳	136418	0.0527010267
411	快	136149	0.0525971066
412	集	135005	0.0521551563
413	布	134616	0.0520048777
414	尽	133031	0.0513925603
415	周	133010	0.0513844475
416	宗	132704	0.0512662335
417	病	132664	0.0512507807
418	华	132403	0.0511499512
419	称	131938	0.0509703123
420	罗	131828	0.0509278171
421	爱	131534	0.0508142389
422	导	131375	0.0507528140
423	确	131223	0.0506940934
424	呢	130994	0.0506056260
425	办	130675	0.0504823899
426	节	130487	0.0504097617
427	根	130467	0.0504020353
428	击	130084	0.0502540747
429	商	127543	0.0492724351
430	陈	127053	0.0490831382
431	火	126942	0.0490402567
432	兴	126488	0.0488648673
433	京	126279	0.0487841264
434	注	126258	0.0487760137
435	虽	126209	0.0487570840
436	杀	126192	0.0487505165
437	父	125984	0.0486701619
438	存	125880	0.0486299846
439	臣	125752	0.0485805356
440	准	125605	0.0485237466
441	广	125039	0.0483050893
442	首	124986	0.0482846144
443	乎	124363	0.0480439369
444	具	123904	0.0478666159
445	甚	123872	0.0478542537
446	黄	123742	0.0478040321
447	满	123653	0.0477696496
448	容	123566	0.0477360397
449	单	123501	0.0477109289
450	联	123453	0.0476923855
451	调	122803	0.0474412774
452	吃	122554	0.0473450837
453	古	122494	0.0473219045
454	算	121931	0.0471044062
455	坐	121890	0.0470885671
456	早	121847	0.0470719553
457	引	121804	0.0470553436
458	须	121400	0.0468992702
459	离	121221	0.0468301189
460	证	121209	0.0468254830
461	约	121133	0.0467961227
462	母	121012	0.0467493780
463	组	120475	0.0465419240
464	房	120181	0.0464283459
465	曾	119499	0.0461648755
466	似	119441	0.0461424690
467	易	118224	0.0456723173
468	随	118171	0.0456518423
469	精	117952	0.0455672382
470	视	117502	0.0453933941
471	尚	117388	0.0453493536
472	断	117385	0.0453481947
473	乃	117379	0.0453458767
474	影	117184	0.0452705443
475	除	117112	0.0452427293
476	青	116992	0.0451963708
477	初	116823	0.0451310827
478	息	116306	0.0449313552
479	守	116132	0.0448641355
480	党	116040	0.0448285940
481	半	114901	0.0443885753
482	县	114515	0.0442394557
483	轻	114377	0.0441861436
484	质	114302	0.0441571695
485	语	114237	0.0441320587
486	越	114128	0.0440899498
487	况	114068	0.0440667706
488	举	113874	0.0439918245
489	皇	113416	0.0438148899
490	钱	113334	0.0437832116
491	历	113321	0.0437781894
492	留	113227	0.0437418753
493	乐	113092	0.0436897221
494	章	113000	0.0436541807
495	照	112533	0.0434737691
496	器	112052	0.0432879491
497	写	112037	0.0432821543
498	团	111293	0.0429947321
499	诸	110849	0.0428232060
500	闻	110496	0.0426868349
501	亦	110468	0.0426760180
502	足	110170	0.0425608945
503	余	109832	0.0424303183
504	整	109736	0.0423932316
505	价	109581	0.0423333520
506	号	109496	0.0423005147
507	级	109401	0.0422638143
508	参	109382	0.0422564742
509	示	109081	0.0421401919
510	支	108523	0.0419246252
511	红	108480	0.0419080134
512	阿	108394	0.0418747899
513	消	107995	0.0417206482
514	图	107977	0.0417136944
515	星	107929	0.0416951510
516	落	107275	0.0414424976
517	礼	107058	0.0413586661
518	营	106543	0.0411597112
519	增	106256	0.0410488374
520	土	106109	0.0409920483
521	际	106046	0.0409677101
522	致	105897	0.0409101484
523	志	105715	0.0408398381
524	夜	105636	0.0408093188
525	需	105318	0.0406864690
526	皆	105205	0.0406428148
527	左	105003	0.0405647782
528	究	104759	0.0404705160
529	汉	104662	0.0404330430
530	念	104319	0.0403005352
531	既	104197	0.0402534041
532	送	103476	0.0399748672
533	显	103451	0.0399652092
534	置	103227	0.0398786735
535	亚	103168	0.0398558806
536	推	103078	0.0398211118
537	居	102821	0.0397218275
538	列	102713	0.0396801049
539	君	102471	0.0395866155
540	包	102343	0.0395371665
541	技	102118	0.0394502444
542	线	101498	0.0392107259
543	弟	101492	0.0392084080
544	客	101308	0.0391373251
545	委	101111	0.0390612200
546	终	101059	0.0390411314
547	选	100384	0.0387803652
548	龙	100347	0.0387660714
549	势	99656	0.0384991241
550	考	99524	0.0384481299
551	右	99064	0.0382704226
552	属	98897	0.0382059071
553	酒	98265	0.0379617528
554	农	98067	0.0378852614
555	片	97994	0.0378570600
556	希	97912	0.0378253817
557	破	97833	0.0377948625
558	谓	97572	0.0376940329
559	喜	97430	0.0376391754
560	费	97336	0.0376028613
561	谈	97074	0.0375016454
562	音	96907	0.0374371300
563	查	96845	0.0374131781
564	专	96769	0.0373838178
565	止	96594	0.0373162117
566	吗	96441	0.0372571048
567	找	95872	0.0370372886
568	食	95753	0.0369913165
569	装	95456	0.0368765794
570	绝	95363	0.0368406516
571	答	95330	0.0368279030
572	敌	95252	0.0367977701
573	害	95141	0.0367548885
574	密	95115	0.0367448442
575	研	95051	0.0367201197
576	刘	94803	0.0366243123
577	依	94730	0.0365961109
578	按	94594	0.0365435714
579	久	94466	0.0364941224
580	宝	94457	0.0364906455
581	攻	94248	0.0364099046
582	企	94067	0.0363399806
583	案	93966	0.0363009623
584	察	93806	0.0362391511
585	黑	93586	0.0361541606
586	突	93448	0.0361008485
587	倒	93431	0.0360942810
588	局	93177	0.0359961557
589	投	93127	0.0359768397
590	衣	93100	0.0359664090
591	愿	93032	0.0359401393
592	省	93007	0.0359304813
593	欲	92849	0.0358694427
594	率	92835	0.0358640342
595	严	92733	0.0358246295
596	待	92283	0.0356507854
597	归	92137	0.0355943827
598	医	92010	0.0355453200
599	玉	91994	0.0355391389
600	船	91782	0.0354572390
601	奇	91754	0.0354464221
602	护	91710	0.0354294240
603	卫	91643	0.0354035405
604	岁	91597	0.0353857698
605	律	91451	0.0353293670
606	标	91121	0.0352018814
607	罪	90904	0.0351180499
608	吧	90886	0.0351110961
609	群	90620	0.0350083350
610	春	90299	0.0348843262
611	响	90104	0.0348089938
612	仍	89668	0.0346405582
613	某	89639	0.0346293549
614	细	89521	0.0345837691
615	承	89473	0.0345652257
616	拿	89368	0.0345246621
617	施	89240	0.0344752131
618	急	89179	0.0344516476
619	职	89161	0.0344446938
620	另	88691	0.0342631233
621	敢	88676	0.0342573285
622	跟	88382	0.0341437504
623	讲	88363	0.0341364103
624	防	88032	0.0340085383
625	独	87916	0.0339637252
626	责	87897	0.0339563851
627	较	87532	0.0338153782
628	威	87280	0.0337180256
629	苏	87185	0.0336813251
630	双	87141	0.0336643271
631	善	86770	0.0335210023
632	校	86267	0.0333266832
633	友	86160	0.0332853470
634	围	86131	0.0332741437
635	仅	85765	0.0331327505
636	纪	85757	0.0331296599
637	族	85679	0.0330995269
638	谁	85662	0.0330929595
639	惊	85638	0.0330836878
640	底	85583	0.0330624402
641	孩	85433	0.0330044922
642	革	85381	0.0329844035
643	维	85224	0.0329237513
644	巴	85162	0.0328997994
645	供	85047	0.0328553726
646	斗	84989	0.0328329660
647	降	84730	0.0327329091
648	卷	84712	0.0327259553
649	姐	84667	0.0327085709
650	封	84607	0.0326853917
651	构	84297	0.0325656325
652	站	83697	0.0323338403
653	验	83533	0.0322704838
654	苦	83502	0.0322585079
655	差	83453	0.0322395782
656	刻	83421	0.0322272160
657	益	83408	0.0322221938
658	派	83385	0.0322133085
659	紧	83384	0.0322129221
660	料	83372	0.0322082863
661	异	83126	0.0321132515
662	例	83096	0.0321016619
663	祖	82857	0.0320093314
664	宫	82585	0.0319042523
665	乱	82496	0.0318698698
666	素	82408	0.0318358736
667	怕	82330	0.0318057407
668	男	82231	0.0317674950
669	效	81781	0.0315936509
670	般	81725	0.0315720169
671	段	81535	0.0314986161
672	福	81453	0.0314669379
673	银	81313	0.0314128530
674	晚	81200	0.0313691989
675	宣	81125	0.0313402248
676	户	80592	0.0311343162
677	游	80450	0.0310794587
678	香	80408	0.0310632333
679	采	80276	0.0310122390
680	修	80228	0.0309936956
681	娘	80095	0.0309423150
682	木	79917	0.0308735501
683	态	79801	0.0308287369
684	够	79657	0.0307731068
685	划	79652	0.0307711752
686	续	79516	0.0307186357
687	境	79476	0.0307031829
688	米	79379	0.0306657098
689	假	78608	0.0303678569
690	微	78598	0.0303639937
691	试	78538	0.0303408145
692	伤	78490	0.0303222712
693	刚	78482	0.0303191806
694	状	78334	0.0302620052
695	兰	78170	0.0301986487
696	诉	78154	0.0301924676
697	助	77815	0.0300615050
698	征	77345	0.0298799345
699	胜	76839	0.0296844565
700	竟	76429	0.0295260653
701	项	76288	0.0294715941
702	继	76144	0.0294159640
703	爷	76034	0.0293734688
704	疑	75996	0.0293587886
705	印	75848	0.0293016132
706	速	75783	0.0292765024
707	齐	75709	0.0292479147
708	低	75599	0.0292054195
709	室	75414	0.0291339503
710	退	75297	0.0290887508
711	脸	75166	0.0290381429
712	限	75014	0.0289794222
713	热	74865	0.0289218605
